Genera,category,Gene,gene_family,consensus_gene_name,consensus_product,threshold,alleles_at_maximum_threshold,number_genomes,average_dose,min_dose,max_dose,genomes_containing_fissions,genomes_containing_duplications,number_fission_loci,number_duplicated_loci,no_loci,products,gene_names,min_length(bp),max_length(bp),average_length(bp),cluster,cluster_order,ctg11571_94x_c_out,ctg11573_57x_c_out,ctg11580_43x_c_out,ctg11583_26x_l_out,ctg12262_45x_rc_out,ctg12265_259x_c_out,ctg17713_78x_rc_out,ctg17714_147x_c_out,ctg19218_26x_l_out,ctg28506_71x_c_out,ctg28510_23x_c_out,ctg28514_14x_l_out,ctg28519_42x_rc_out,ctg28529_146x_c_out,ctg31170_33x_c_out,ctg3232_136x_c_out,ctg3233_28x_c_out,ctg3237_11x_rc_out,ctg3239_19x_c_out,ctg3535_13x_c_out,ctg3537_17x_c_out,ctg3538_48x_rc_out,ctg3539_72x_c_out,ctg38907_13x_c_out,ctg3918_9x_c_out,ctg4047_12x_l_out,ctg4048_27x_c_out,ctg50905_118x_l_out,ctg50906_34x_c_out,ctg5737_54x_c_out,ctg6176_23x_c_out,ctg6275_14x_rc_out,ctg6277_75x_c_out,ctg6823_21x_c_out,ctg6826_23x_c_out,ctg6853_20x_rc_out,ctg7042_92x_c_out,ctg7044_122x_c_out,ctg7139_147x_c_out,ctg7140_24x_rc_out,ctg7143_29x_rc_out,ctg7145_199x_c_out,ctg7146_44x_c_out,ctg7556_40x_c_out,ctg7560_68x_c_out,ctg7563_129x_c_out,ctg7571_82x_c_out,ctg7608_72x_c_out,ctg8298_26x_c_out,ctg8299_8x_l_out,ctg8300_17x_c_out,ctg8302_19x_c_out,ctg8305_31x_c_out,ctg8306_37x_l_out,ctg9278_89x_c_out,ctg9279_63x_c_out,ctg9281_23x_c_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000002783_000000004,g000002783,msrAB,Peptide methionine sulfoxide reductase msrA/msrB,90,5,26,1,1,1,0,0,0,0,26,Peptide methionine sulfoxide reductase msrA/msrB(25):Peptide methionine sulfoxide reductase MsrA(1),msrAB(25):msrA(1),480,693,499.73,866,2,,ctg11584_46x_rc_out_02605,ctg11585_18x_c_out_01405,ctg13578_25x_rc_out_02212,ctg13579_25x_c_out_00326,ctg13580_17x_c_out_01566,,,,,,ctg18598_24x_c_out_01861,,,,,,,ctg26430_17x_c_out_01272,,ctg28532_25x_c_out_01983,,ctg28538_37x_c_out_00472,ctg28539_116x_rc_out_02284,ctg29570_13x_rc_out_00333,,,,,,,,ctg46346_10x_l_out_00289,ctg46350_62x_c_out_01366,,ctg49936_119x_c_out_01470,,ctg50936_168x_c_out_01096,ctg51395_27x_c_out_01264,,,ctg6179_21x_rc_out_01031,ctg7469_29x_l_out_01675,ctg7574_35x_l_out_01119,ctg7575_95x_rc_out_00730,ctg8351_38x_c_out_00099,ctg8353_28x_c_out_00027,ctg8500_75x_c_out_01787,ctg8502_41x_c_out_00878,ctg9289_64x_c_out_01392,ctg9292_28x_c_out_01403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000001444_000000002,g000001444,,hypothetical protein,70,11,15,1,1,1,0,0,0,0,15,hypothetical protein(15),NA(15),1371,1428,1387.6,1310,2,ctg108347_50x_c_out_00310,,,,,,ctg14409_16x_c_out_01608,ctg15956_15x_c_out_01846,ctg16598_64x_l_out_01044,ctg16599_29x_rc_out_02406,ctg18590_50x_rc_out_00432,,ctg23511_14x_c_out_01537,ctg23512_39x_c_out_00963,,,ctg23742_32x_c_out_01372,ctg26428_11x_l_out_01870,,,,,,,,,,,ctg31168_49x_c_out_00531,ctg31174_26x_c_out_02335,ctg38918_205x_c_out_00868,,,,,,,,,ctg51399_18x_c_out_01142,ctg51402_63x_c_out_00683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000001886_1_000000001,g000001886_1,,hypothetical protein,60,8,23,1.13,1,2,0,3,0,3,26,hypothetical protein(26),NA(26),177,189,178.85,960,1,,,,ctg13578_25x_rc_out_00803,,ctg13580_17x_c_out_01831,,,ctg16598_64x_l_out_00465,,,ctg18598_24x_c_out_00613,,ctg23512_39x_c_out_01192,,,,,,,ctg28532_25x_c_out_01643,ctg28534_21x_l_out_02502,ctg28538_37x_c_out_00577;ctg28538_37x_c_out_02373,ctg28539_116x_rc_out_01228,ctg29570_13x_rc_out_01496,,ctg29575_19x_l_out_00729,ctg29576_36x_c_out_02504,,,ctg38918_205x_c_out_00288,ctg46342_31x_c_out_01183,,ctg46350_62x_c_out_01692,,,,ctg50936_168x_c_out_01537,,,,ctg6179_21x_rc_out_00636,ctg7469_29x_l_out_02235,ctg7574_35x_l_out_02139,,ctg8351_38x_c_out_00613,ctg8353_28x_c_out_00132;ctg8353_28x_c_out_01982,,ctg8502_41x_c_out_00320,ctg9289_64x_c_out_01423;ctg9289_64x_c_out_02088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000000039_2_000000003,g000000039_2,bcrA,hypothetical protein,70,10,27,1.67,1,4,2,12,3,18,45,hypothetical protein(42):Bacitracin transport ATP-binding protein BcrA(5):Vitamin B12 import ATP-binding protein BtuD(1),NA(42):bcrA(5):btuD(1),225,2955,1913.19,863,1,ctg108347_50x_c_out_02174,,ctg11585_18x_c_out_00525;ctg11585_18x_c_out_02372,ctg13578_25x_rc_out_00785,ctg13579_25x_c_out_00662,ctg13580_17x_c_out_00797,,,,ctg16599_29x_rc_out_01788;ctg16599_29x_rc_out_02007,ctg18590_50x_rc_out_01055,ctg18598_24x_c_out_00631,,,,,,,ctg26430_17x_c_out_00311,,,(ctg28534_21x_l_out_00424:ctg28534_21x_l_out_00439);ctg28534_21x_l_out_02515,ctg28538_37x_c_out_00587;ctg28538_37x_c_out_00602;ctg28538_37x_c_out_00652;ctg28538_37x_c_out_02394,ctg28539_116x_rc_out_00749;ctg28539_116x_rc_out_01936;ctg28539_116x_rc_out_01952,ctg29570_13x_rc_out_01481,,ctg29575_19x_l_out_00710;ctg29575_19x_l_out_00712;ctg29575_19x_l_out_00957,ctg29576_36x_c_out_02047;ctg29576_36x_c_out_02109;ctg29576_36x_c_out_02521,,,,ctg46342_31x_c_out_01165,,ctg46350_62x_c_out_01675,,ctg49936_119x_c_out_01161,,,,ctg51399_18x_c_out_00240,,ctg6179_21x_rc_out_00654;ctg6179_21x_rc_out_01995,ctg7469_29x_l_out_02258,ctg7574_35x_l_out_01557;ctg7574_35x_l_out_01558,ctg7575_95x_rc_out_01609;ctg7575_95x_rc_out_02811,ctg8351_38x_c_out_00618,(ctg8353_28x_c_out_00142:ctg8353_28x_c_out_00157);(ctg8353_28x_c_out_01390:ctg8353_28x_c_out_02003);ctg8353_28x_c_out_00207,,ctg8502_41x_c_out_00297,,ctg9292_28x_c_out_00524;ctg9292_28x_c_out_02373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000000052_2_000000001,g000000052_2,,hypothetical protein,60,14,26,1.42,1,3,3,9,3,11,37,hypothetical protein(40),NA(40),150,468,378.98,878,1,ctg108347_50x_c_out_02173,,ctg11585_18x_c_out_02146,ctg13578_25x_rc_out_00784,ctg13579_25x_c_out_00663,ctg13580_17x_c_out_00798,,,,ctg16599_29x_rc_out_01787;ctg16599_29x_rc_out_02006,ctg18590_50x_rc_out_01056,ctg18598_24x_c_out_00632,,,,,,,ctg26430_17x_c_out_00312,,,(ctg28534_21x_l_out_00001:ctg28534_21x_l_out_00440);ctg28534_21x_l_out_01093;ctg28534_21x_l_out_02516,ctg28538_37x_c_out_00603;ctg28538_37x_c_out_00653,(ctg28539_116x_rc_out_00005:ctg28539_116x_rc_out_00750);ctg28539_116x_rc_out_01935,ctg29570_13x_rc_out_01480,,ctg29575_19x_l_out_00709;ctg29575_19x_l_out_00956,ctg29576_36x_c_out_02046;ctg29576_36x_c_out_02108;ctg29576_36x_c_out_02522,,,,ctg46342_31x_c_out_01164,,ctg46350_62x_c_out_01674,,ctg49936_119x_c_out_00408;ctg49936_119x_c_out_01160,,,,,,ctg6179_21x_rc_out_00655;ctg6179_21x_rc_out_01996,ctg7469_29x_l_out_02259,ctg7574_35x_l_out_01559,ctg7575_95x_rc_out_03039,ctg8351_38x_c_out_01364,(ctg8353_28x_c_out_00158:ctg8353_28x_c_out_01368);ctg8353_28x_c_out_00208,,ctg8502_41x_c_out_00296,,ctg9292_28x_c_out_02146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000000637,g000000637,,hypothetical protein,50,14,32,1.72,1,5,2,15,2,23,55,hypothetical protein(57),NA(57),240,408,353.89,703,1,ctg108347_50x_c_out_02180,ctg11584_46x_rc_out_01993;ctg11584_46x_rc_out_02005,ctg11585_18x_c_out_01761,ctg13578_25x_rc_out_00798;ctg13578_25x_rc_out_01909,ctg13579_25x_c_out_00652,ctg13580_17x_c_out_00787;ctg13580_17x_c_out_00904,,,,ctg16599_29x_rc_out_01799;ctg16599_29x_rc_out_02018,ctg18590_50x_rc_out_01049,ctg18598_24x_c_out_00618;ctg18598_24x_c_out_02163,,ctg23512_39x_c_out_01187;ctg23512_39x_c_out_01860,,,,,ctg26430_17x_c_out_00300,ctg26431_16x_c_out_00331,,ctg28534_21x_l_out_00428;ctg28534_21x_l_out_02506,ctg28538_37x_c_out_00364;ctg28538_37x_c_out_00591;ctg28538_37x_c_out_00640;ctg28538_37x_c_out_02381,ctg28539_116x_rc_out_01948,ctg29570_13x_rc_out_01491,,ctg29575_19x_l_out_00724;ctg29575_19x_l_out_00967,ctg29576_36x_c_out_00490;ctg29576_36x_c_out_02097;ctg29576_36x_c_out_02119;ctg29576_36x_c_out_02509,,,,ctg46342_31x_c_out_01175,,ctg46350_62x_c_out_01686,,ctg49936_119x_c_out_01172,,ctg50936_168x_c_out_01739,,,,(ctg6179_21x_rc_out_01680:ctg6179_21x_rc_out_01984);ctg6179_21x_rc_out_00641;ctg6179_21x_rc_out_01694,ctg7469_29x_l_out_02246;ctg7469_29x_l_out_02292,ctg7574_35x_l_out_01852;ctg7574_35x_l_out_01866,ctg7575_95x_rc_out_00373,ctg8351_38x_c_out_00677,ctg8353_28x_c_out_00146;ctg8353_28x_c_out_00195;ctg8353_28x_c_out_01386;ctg8353_28x_c_out_01990;ctg8353_28x_c_out_03017,ctg8500_75x_c_out_01267,(ctg8502_41x_c_out_00263:ctg8502_41x_c_out_00309),ctg9289_64x_c_out_02019;ctg9289_64x_c_out_02033,ctg9292_28x_c_out_01760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000000033_2_000000002,g000000033_2,noc,Nucleoid occlusion protein,60,12,20,1.1,1,2,0,2,0,2,22,Nucleoid occlusion protein(18):hypothetical protein(4),noc(18):NA(4),381,1515,1212.95,1074,1,,,ctg11585_18x_c_out_01989,ctg13578_25x_rc_out_00773,ctg13579_25x_c_out_01884,ctg13580_17x_c_out_01808,,,,,ctg18590_50x_rc_out_01062,ctg18598_24x_c_out_00659,,,,,,,,ctg26431_16x_c_out_02022,,,ctg28538_37x_c_out_00661;ctg28538_37x_c_out_00682,,ctg29570_13x_rc_out_01469,,ctg29575_19x_l_out_00698,,,,,ctg46342_31x_c_out_01153,,,,,,,,ctg51399_18x_c_out_00237,,ctg6179_21x_rc_out_00666,ctg7469_29x_l_out_02270,ctg7574_35x_l_out_01683,ctg7575_95x_rc_out_00145,,ctg8353_28x_c_out_00216;ctg8353_28x_c_out_00237,,ctg8502_41x_c_out_00285,ctg9289_64x_c_out_01402,ctg9292_28x_c_out_01989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000002710_000000004,g000002710,licT,Transcription antiterminator LicT,90,5,38,1,1,1,0,0,0,0,38,Transcription antiterminator LicT(35):hypothetical protein(3),licT(35):NA(3),156,849,794.29,611,1,ctg108347_50x_c_out_02501,,ctg11585_18x_c_out_02854,ctg13578_25x_rc_out_02179,ctg13579_25x_c_out_01759,,ctg14409_16x_c_out_01991,ctg15956_15x_c_out_02303,ctg16598_64x_l_out_00288,ctg16599_29x_rc_out_01986,ctg18590_50x_rc_out_00729,ctg18598_24x_c_out_01894,ctg23511_14x_c_out_01991,ctg23512_39x_c_out_01334,ctg23515_24x_c_out_01827,ctg23518_59x_c_out_00013,ctg23742_32x_c_out_01754,ctg26428_11x_l_out_01072,ctg26430_17x_c_out_01239,ctg26431_16x_c_out_00016,,,,ctg28539_116x_rc_out_00789,ctg29570_13x_rc_out_00429,ctg29572_56x_c_out_00701,ctg29575_19x_l_out_01596,ctg29576_36x_c_out_02485,ctg31168_49x_c_out_00986,ctg31174_26x_c_out_01047,ctg38918_205x_c_out_00111,,ctg46346_10x_l_out_00455,ctg46350_62x_c_out_01612,ctg49934_25x_rc_out_02069,ctg49936_119x_c_out_01415,ctg49937_47x_rc_out_01660,,ctg51395_27x_c_out_01217,ctg51399_18x_c_out_01461,ctg51402_63x_c_out_01852,,,ctg7574_35x_l_out_01862,ctg7575_95x_rc_out_02327,,,ctg8500_75x_c_out_01257,,,ctg9292_28x_c_out_02856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000000230,g000000230,,hypothetical protein,50,22,30,1.7,1,4,1,13,1,21,51,hypothetical protein(52),NA(52),207,1416,1040.48,767,1,,ctg11584_46x_rc_out_01994,ctg11585_18x_c_out_01762,ctg13578_25x_rc_out_00796,ctg13579_25x_c_out_00653,(ctg13580_17x_c_out_00788:ctg13580_17x_c_out_00905);ctg13580_17x_c_out_01821,,,,ctg16599_29x_rc_out_01798;ctg16599_29x_rc_out_02017,,ctg18598_24x_c_out_00620,,ctg23512_39x_c_out_01185;ctg23512_39x_c_out_01861,,,,,ctg26430_17x_c_out_00301,ctg26431_16x_c_out_02021,ctg28532_25x_c_out_01653;ctg28532_25x_c_out_02642,ctg28534_21x_l_out_00429,ctg28538_37x_c_out_00363;ctg28538_37x_c_out_00592;ctg28538_37x_c_out_00641;ctg28538_37x_c_out_02382,ctg28539_116x_rc_out_01947,ctg29570_13x_rc_out_01490,,ctg29575_19x_l_out_00722;ctg29575_19x_l_out_00966,ctg29576_36x_c_out_00486;ctg29576_36x_c_out_02087;ctg29576_36x_c_out_02118;ctg29576_36x_c_out_02510,,,,ctg46342_31x_c_out_01174,,ctg46350_62x_c_out_01685,,ctg49936_119x_c_out_01171,,ctg50936_168x_c_out_01548;ctg50936_168x_c_out_01737,,,,ctg6179_21x_rc_out_00642;ctg6179_21x_rc_out_01693;ctg6179_21x_rc_out_01985,ctg7469_29x_l_out_02248;ctg7469_29x_l_out_02303,ctg7574_35x_l_out_01865,ctg7575_95x_rc_out_00372,,ctg8353_28x_c_out_00147;ctg8353_28x_c_out_00196;ctg8353_28x_c_out_01991;ctg8353_28x_c_out_03016,ctg8500_75x_c_out_01255,ctg8502_41x_c_out_00252;ctg8502_41x_c_out_00307,ctg9289_64x_c_out_01413;ctg9289_64x_c_out_02032;ctg9289_64x_c_out_02098,ctg9292_28x_c_out_01761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000000264_1_000000011,g000000264_1,pre,hypothetical protein,90,22,30,1.07,1,3,2,1,2,2,32,hypothetical protein(33):Plasmid recombination enzyme(1),NA(33):pre(1),135,996,896.74,786,1,,ctg11584_46x_rc_out_01516,ctg11585_18x_c_out_01886,ctg13578_25x_rc_out_00383,,ctg13580_17x_c_out_00499,,,ctg16598_64x_l_out_01729,,ctg18590_50x_rc_out_01368,ctg18598_24x_c_out_01049,,(ctg23512_39x_c_out_00449:ctg23512_39x_c_out_00450);ctg23512_39x_c_out_00448;ctg23512_39x_c_out_00914,,ctg23518_59x_c_out_00981,,,ctg26430_17x_c_out_00188,,ctg28532_25x_c_out_00384,ctg28534_21x_l_out_00246,ctg28538_37x_c_out_01849,,ctg29570_13x_rc_out_01996,,ctg29575_19x_l_out_01623,ctg29576_36x_c_out_01716,,ctg31174_26x_c_out_00125,ctg38918_205x_c_out_01585,ctg46342_31x_c_out_00714,ctg46346_10x_l_out_02135,,,,,ctg50936_168x_c_out_00072,,,,(ctg6179_21x_rc_out_02128:ctg6179_21x_rc_out_02129),ctg7469_29x_l_out_02683,ctg7574_35x_l_out_02351,ctg7575_95x_rc_out_00248,,ctg8353_28x_c_out_01459,ctg8500_75x_c_out_00893,ctg8502_41x_c_out_02713,ctg9289_64x_c_out_02556,ctg9292_28x_c_out_01886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000003186_000000002,g000003186,gloB,Hydroxyacylglutathione hydrolase,70,4,16,1,1,1,0,0,0,0,16,Hydroxyacylglutathione hydrolase(16),gloB(16),765,765,765,1287,1,,ctg11584_46x_rc_out_00779,ctg11585_18x_c_out_01966,,,ctg13580_17x_c_out_01060,,,,,,,,,,,,,,,ctg28532_25x_c_out_01148,ctg28534_21x_l_out_02709,,ctg28539_116x_rc_out_02787,,,,,,,,,,,,,,ctg50936_168x_c_out_00272,,,,ctg6179_21x_rc_out_00150,ctg7469_29x_l_out_00748,ctg7574_35x_l_out_00064,ctg7575_95x_rc_out_00168,ctg8351_38x_c_out_01896,,ctg8500_75x_c_out_00116,ctg8502_41x_c_out_01805,ctg9289_64x_c_out_00457,ctg9292_28x_c_out_01966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000001565_1_000000004,g000001565_1,znuA,hypothetical protein,90,8,29,1,1,1,0,0,0,0,29,hypothetical protein(24):High-affinity zinc uptake system binding-protein ZnuA(5),NA(24):znuA(5),1008,1536,1445.17,792,1,,ctg11584_46x_rc_out_00544,ctg11585_18x_c_out_01891,ctg13578_25x_rc_out_01111,ctg13579_25x_c_out_00466,ctg13580_17x_c_out_02213,,,,ctg16599_29x_rc_out_02523,,ctg18598_24x_c_out_00305,ctg23511_14x_c_out_01411,,ctg23515_24x_c_out_02762,,,,,,ctg28532_25x_c_out_01370,ctg28534_21x_l_out_00747,ctg28538_37x_c_out_00966,,ctg29570_13x_rc_out_01508,ctg29572_56x_c_out_01914,ctg29575_19x_l_out_01531,ctg29576_36x_c_out_00627,ctg31168_49x_c_out_00405,,,,,,,,,ctg50936_168x_c_out_00486,ctg51395_27x_c_out_00180,,,ctg6179_21x_rc_out_00370,ctg7469_29x_l_out_01003,ctg7574_35x_l_out_00377,ctg7575_95x_rc_out_00243,ctg8351_38x_c_out_02124,ctg8353_28x_c_out_00522,ctg8500_75x_c_out_02502,ctg8502_41x_c_out_01552,ctg9289_64x_c_out_00682,ctg9292_28x_c_out_01891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000002155_1_000000007,g000002155_1,znuB,High-affinity zinc uptake system membrane protein ZnuB,95,5,29,1.03,1,2,0,1,0,1,30,High-affinity zinc uptake system membrane protein ZnuB(30),znuB(30),849,852,849.1,812,1,,ctg11584_46x_rc_out_00546,ctg11585_18x_c_out_01889,ctg13578_25x_rc_out_01113,ctg13579_25x_c_out_00468,ctg13580_17x_c_out_02215,,,,ctg16599_29x_rc_out_02525,,ctg18598_24x_c_out_00303,ctg23511_14x_c_out_01409,,ctg23515_24x_c_out_02764,,,,,,ctg28532_25x_c_out_01368,ctg28534_21x_l_out_00745,ctg28538_37x_c_out_00968,,ctg29570_13x_rc_out_01506,ctg29572_56x_c_out_01916,ctg29575_19x_l_out_01529,ctg29576_36x_c_out_00629;ctg29576_36x_c_out_00672,ctg31168_49x_c_out_00403,,,,,,,,,ctg50936_168x_c_out_00484,ctg51395_27x_c_out_00182,,,ctg6179_21x_rc_out_00368,ctg7469_29x_l_out_01001,ctg7574_35x_l_out_00375,ctg7575_95x_rc_out_00245,ctg8351_38x_c_out_02122,ctg8353_28x_c_out_00524,ctg8500_75x_c_out_02504,ctg8502_41x_c_out_01554,ctg9289_64x_c_out_00680,ctg9292_28x_c_out_01889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000002590_000000002,g000002590,,hypothetical protein,70,6,14,1,1,1,0,0,0,0,14,hypothetical protein(14),NA(14),693,708,699.86,1380,1,ctg108347_50x_c_out_00311,,,,,,ctg14409_16x_c_out_01240,ctg15956_15x_c_out_01847,,ctg16599_29x_rc_out_02405,ctg18590_50x_rc_out_00431,,ctg23511_14x_c_out_01538,ctg23512_39x_c_out_00964,,,ctg23742_32x_c_out_01007,ctg26428_11x_l_out_00345,,,,,,,,,,,ctg31168_49x_c_out_00532,ctg31174_26x_c_out_02334,,,,,,,ctg49937_47x_rc_out_00462,,,ctg51399_18x_c_out_00405,ctg51402_63x_c_out_00684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000001085_000000001,g000001085,,hypothetical protein,60,12,22,1.18,1,2,0,4,0,4,26,hypothetical protein(26),NA(26),501,5121,1107.35,990,1,,,,ctg13578_25x_rc_out_00777,ctg13579_25x_c_out_01883,ctg13580_17x_c_out_00792;ctg13580_17x_c_out_01810,,,,ctg16599_29x_rc_out_01794;ctg16599_29x_rc_out_02013,,ctg18598_24x_c_out_00655,,,,,,,ctg26430_17x_c_out_00305,,ctg28532_25x_c_out_00138,ctg28534_21x_l_out_00433,ctg28538_37x_c_out_00596,ctg28539_116x_rc_out_01942,ctg29570_13x_rc_out_01473,,ctg29575_19x_l_out_00702;ctg29575_19x_l_out_00962,ctg29576_36x_c_out_02114,,,,ctg46342_31x_c_out_01157,,ctg46350_62x_c_out_01666,,ctg49936_119x_c_out_01166,,ctg50936_168x_c_out_00944,,,,ctg6179_21x_rc_out_00662;ctg6179_21x_rc_out_01989,ctg7469_29x_l_out_02266,,,ctg8351_38x_c_out_00862,ctg8353_28x_c_out_00151,,ctg8502_41x_c_out_00289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000004753_000000006,g000004753,,hypothetical protein,98,1,21,1,1,1,0,0,0,0,21,hypothetical protein(21),NA(21),522,555,532.86,1023,2,,ctg11584_46x_rc_out_01972,ctg11585_18x_c_out_01740,ctg13578_25x_rc_out_00365,,ctg13580_17x_c_out_00884,,,,,,ctg18598_24x_c_out_01069,,,,,,,,,ctg28532_25x_c_out_02664,,,ctg28539_116x_rc_out_02598,,ctg29572_56x_c_out_00871,,ctg29576_36x_c_out_02069,,,,,ctg46346_10x_l_out_00029,,,ctg49936_119x_c_out_01127,,ctg50936_168x_c_out_01761,,,,ctg6179_21x_rc_out_01713,ctg7469_29x_l_out_02322,ctg7574_35x_l_out_01885,ctg7575_95x_rc_out_00394,ctg8351_38x_c_out_00707,,ctg8500_75x_c_out_01235,ctg8502_41x_c_out_00233,ctg9289_64x_c_out_02054,ctg9292_28x_c_out_01739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium,breastfed_bool,g000001658_000000005,g000001658,mepA,Multidrug export protein MepA,95,10,21,1,1,1,0,0,0,0,21,Multidrug export protein MepA(21),mepA(21),1377,1377,1377,1023,1,,ctg11584_46x_rc_out_01973,ctg11585_18x_c_out_01739,ctg13578_25x_rc_out_00366,,ctg13580_17x_c_out_00885,,,,,,ctg18598_24x_c_out_01068,,,,,,,,,ctg28532_25x_c_out_02663,,,ctg28539_116x_rc_out_02597,,ctg29572_56x_c_out_00870,,ctg29576_36x_c_out_02070,,,,,ctg46346_10x_l_out_00030,,,ctg49936_119x_c_out_01126,,ctg50936_168x_c_out_01760,,,,ctg6179_21x_rc_out_01712,ctg7469_29x_l_out_02321,ctg7574_35x_l_out_01884,ctg7575_95x_rc_out_00395,ctg8351_38x_c_out_00706,,ctg8500_75x_c_out_01236,ctg8502_41x_c_out_00234,ctg9289_64x_c_out_02053,ctg9292_28x_c_out_01738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
