Approach,Sample,Contig_number,Assembler,seq_assemble,Sample_name,Contig_Length_bp,
ONT,h6,4,metaflye,ONT metaflye,ONT_h6_metaflye,2895370,
ONT,h6,5,metaflye,ONT metaflye,ONT_h6_metaflye,2558370,
ONT,h6,6,metaflye,ONT metaflye,ONT_h6_metaflye,2525647,
ONT,h6,7,metaflye,ONT metaflye,ONT_h6_metaflye,2502023,
ONT,h6,8,metaflye,ONT metaflye,ONT_h6_metaflye,2449423,
ONT,h6,9,metaflye,ONT metaflye,ONT_h6_metaflye,2244703,
ONT,h6,10,metaflye,ONT metaflye,ONT_h6_metaflye,2049917,
ONT,h6,11,metaflye,ONT metaflye,ONT_h6_metaflye,1992470,
ONT,h6,12,metaflye,ONT metaflye,ONT_h6_metaflye,1987443,
ONT,h6,13,metaflye,ONT metaflye,ONT_h6_metaflye,1960835,
ONT,h6,14,metaflye,ONT metaflye,ONT_h6_metaflye,1802869,
ONT,h6,15,metaflye,ONT metaflye,ONT_h6_metaflye,1756322,
ONT,h6,16,metaflye,ONT metaflye,ONT_h6_metaflye,1753146,
ONT,h6,17,metaflye,ONT metaflye,ONT_h6_metaflye,1679257,
ONT,h6,18,metaflye,ONT metaflye,ONT_h6_metaflye,1649208,
ONT,h6,19,metaflye,ONT metaflye,ONT_h6_metaflye,1642922,
ONT,h6,20,metaflye,ONT metaflye,ONT_h6_metaflye,1627366,
ONT,h6,21,metaflye,ONT metaflye,ONT_h6_metaflye,1607555,
ONT,h6,22,metaflye,ONT metaflye,ONT_h6_metaflye,1585672,
ONT,h6,23,metaflye,ONT metaflye,ONT_h6_metaflye,1563835,
ONT,h6,24,metaflye,ONT metaflye,ONT_h6_metaflye,1454201,
ONT,h6,25,metaflye,ONT metaflye,ONT_h6_metaflye,1398795,
ONT,h6,26,metaflye,ONT metaflye,ONT_h6_metaflye,1354276,
ONT,h6,27,metaflye,ONT metaflye,ONT_h6_metaflye,1319956,
ONT,h6,28,metaflye,ONT metaflye,ONT_h6_metaflye,1314715,
ONT,h6,29,metaflye,ONT metaflye,ONT_h6_metaflye,1250354,
ONT,h6,30,metaflye,ONT metaflye,ONT_h6_metaflye,1249590,
ONT,h6,31,metaflye,ONT metaflye,ONT_h6_metaflye,1248214,
ONT,h6,32,metaflye,ONT metaflye,ONT_h6_metaflye,1135474,
ONT,h6,33,metaflye,ONT metaflye,ONT_h6_metaflye,1114597,
ONT,h6,34,metaflye,ONT metaflye,ONT_h6_metaflye,1086413,
ONT,h6,35,metaflye,ONT metaflye,ONT_h6_metaflye,1085901,
ONT,h6,36,metaflye,ONT metaflye,ONT_h6_metaflye,1076289,
ONT,h6,37,metaflye,ONT metaflye,ONT_h6_metaflye,1074469,
ONT,h6,38,metaflye,ONT metaflye,ONT_h6_metaflye,1045292,
ONT,h6,39,metaflye,ONT metaflye,ONT_h6_metaflye,1043057,
ONT,h6,40,metaflye,ONT metaflye,ONT_h6_metaflye,1037757,
ONT,h6,41,metaflye,ONT metaflye,ONT_h6_metaflye,1033615,
ONT,h6,42,metaflye,ONT metaflye,ONT_h6_metaflye,1018824,
ONT,h6,43,metaflye,ONT metaflye,ONT_h6_metaflye,951877,
ONT,h6,44,metaflye,ONT metaflye,ONT_h6_metaflye,941433,
ONT,h6,45,metaflye,ONT metaflye,ONT_h6_metaflye,897567,
ONT,h6,46,metaflye,ONT metaflye,ONT_h6_metaflye,882733,
ONT,h6,47,metaflye,ONT metaflye,ONT_h6_metaflye,868523,
ONT,h6,48,metaflye,ONT metaflye,ONT_h6_metaflye,858745,
ONT,h6,49,metaflye,ONT metaflye,ONT_h6_metaflye,811798,
ONT,h6,50,metaflye,ONT metaflye,ONT_h6_metaflye,800029,
ONT,h6,51,metaflye,ONT metaflye,ONT_h6_metaflye,793016,
ONT,h6,52,metaflye,ONT metaflye,ONT_h6_metaflye,784071,
ONT,h6,53,metaflye,ONT metaflye,ONT_h6_metaflye,783215,
ONT,h6,54,metaflye,ONT metaflye,ONT_h6_metaflye,747910,
ONT,h6,55,metaflye,ONT metaflye,ONT_h6_metaflye,738273,
ONT,h6,56,metaflye,ONT metaflye,ONT_h6_metaflye,730705,
ONT,h6,57,metaflye,ONT metaflye,ONT_h6_metaflye,722247,
ONT,h6,58,metaflye,ONT metaflye,ONT_h6_metaflye,708696,
ONT,h6,59,metaflye,ONT metaflye,ONT_h6_metaflye,694179,
ONT,h6,60,metaflye,ONT metaflye,ONT_h6_metaflye,691969,
ONT,h6,61,metaflye,ONT metaflye,ONT_h6_metaflye,688359,
ONT,h6,62,metaflye,ONT metaflye,ONT_h6_metaflye,681149,
ONT,h6,63,metaflye,ONT metaflye,ONT_h6_metaflye,679789,
ONT,h6,64,metaflye,ONT metaflye,ONT_h6_metaflye,669044,
ONT,h6,65,metaflye,ONT metaflye,ONT_h6_metaflye,643601,
ONT,h6,66,metaflye,ONT metaflye,ONT_h6_metaflye,634246,
ONT,h6,67,metaflye,ONT metaflye,ONT_h6_metaflye,634089,
ONT,h6,68,metaflye,ONT metaflye,ONT_h6_metaflye,633528,
ONT,h6,69,metaflye,ONT metaflye,ONT_h6_metaflye,624813,
ONT,h6,70,metaflye,ONT metaflye,ONT_h6_metaflye,622722,
ONT,h6,71,metaflye,ONT metaflye,ONT_h6_metaflye,611923,
ONT,h6,72,metaflye,ONT metaflye,ONT_h6_metaflye,600904,
ONT,h6,73,metaflye,ONT metaflye,ONT_h6_metaflye,562588,
ONT,h6,74,metaflye,ONT metaflye,ONT_h6_metaflye,557176,
ONT,h6,75,metaflye,ONT metaflye,ONT_h6_metaflye,548993,
ONT,h6,76,metaflye,ONT metaflye,ONT_h6_metaflye,530373,
ONT,h6,77,metaflye,ONT metaflye,ONT_h6_metaflye,526938,
ONT,h6,78,metaflye,ONT metaflye,ONT_h6_metaflye,525916,
ONT,h6,79,metaflye,ONT metaflye,ONT_h6_metaflye,524356,
ONT,h6,80,metaflye,ONT metaflye,ONT_h6_metaflye,520710,
ONT,h6,81,metaflye,ONT metaflye,ONT_h6_metaflye,508287,
ONT,h6,82,metaflye,ONT metaflye,ONT_h6_metaflye,504801,
ONT,h6,83,metaflye,ONT metaflye,ONT_h6_metaflye,502671,
ONT,h6,84,metaflye,ONT metaflye,ONT_h6_metaflye,499466,
ONT,h6,85,metaflye,ONT metaflye,ONT_h6_metaflye,490318,
ONT,h6,86,metaflye,ONT metaflye,ONT_h6_metaflye,488651,
ONT,h6,87,metaflye,ONT metaflye,ONT_h6_metaflye,485828,
ONT,h6,88,metaflye,ONT metaflye,ONT_h6_metaflye,481630,
ONT,h6,89,metaflye,ONT metaflye,ONT_h6_metaflye,457907,
ONT,h6,90,metaflye,ONT metaflye,ONT_h6_metaflye,455377,
ONT,h6,91,metaflye,ONT metaflye,ONT_h6_metaflye,453312,
ONT,h6,92,metaflye,ONT metaflye,ONT_h6_metaflye,439868,
ONT,h6,93,metaflye,ONT metaflye,ONT_h6_metaflye,438750,
ONT,h6,94,metaflye,ONT metaflye,ONT_h6_metaflye,437170,
ONT,h6,95,metaflye,ONT metaflye,ONT_h6_metaflye,431721,
ONT,h6,96,metaflye,ONT metaflye,ONT_h6_metaflye,424763,
ONT,h6,97,metaflye,ONT metaflye,ONT_h6_metaflye,424116,
ONT,h6,98,metaflye,ONT metaflye,ONT_h6_metaflye,421329,
ONT,h6,99,metaflye,ONT metaflye,ONT_h6_metaflye,412084,
ONT,h6,100,metaflye,ONT metaflye,ONT_h6_metaflye,406721,
PacBio,h6,1,metaflye,PacBio metaflye,PacBio_h6_metaflye,4721409,
PacBio,h6,2,metaflye,PacBio metaflye,PacBio_h6_metaflye,4164660,
PacBio,h6,3,metaflye,PacBio metaflye,PacBio_h6_metaflye,3903659,
PacBio,h6,4,metaflye,PacBio metaflye,PacBio_h6_metaflye,3808725,
PacBio,h6,5,metaflye,PacBio metaflye,PacBio_h6_metaflye,3557927,
PacBio,h6,6,metaflye,PacBio metaflye,PacBio_h6_metaflye,3474602,
PacBio,h6,7,metaflye,PacBio metaflye,PacBio_h6_metaflye,3392978,
PacBio,h6,8,metaflye,PacBio metaflye,PacBio_h6_metaflye,3206696,
PacBio,h6,9,metaflye,PacBio metaflye,PacBio_h6_metaflye,3154857,
PacBio,h6,10,metaflye,PacBio metaflye,PacBio_h6_metaflye,3118558,
PacBio,h6,11,metaflye,PacBio metaflye,PacBio_h6_metaflye,2760196,
PacBio,h6,12,metaflye,PacBio metaflye,PacBio_h6_metaflye,2614860,
PacBio,h6,13,metaflye,PacBio metaflye,PacBio_h6_metaflye,2540875,
PacBio,h6,14,metaflye,PacBio metaflye,PacBio_h6_metaflye,2535570,
PacBio,h6,15,metaflye,PacBio metaflye,PacBio_h6_metaflye,2449342,
PacBio,h6,16,metaflye,PacBio metaflye,PacBio_h6_metaflye,2364290,
PacBio,h6,17,metaflye,PacBio metaflye,PacBio_h6_metaflye,2348355,
PacBio,h6,18,metaflye,PacBio metaflye,PacBio_h6_metaflye,2287952,
PacBio,h6,19,metaflye,PacBio metaflye,PacBio_h6_metaflye,2244673,
PacBio,h6,20,metaflye,PacBio metaflye,PacBio_h6_metaflye,2088450,
PacBio,h6,21,metaflye,PacBio metaflye,PacBio_h6_metaflye,2001786,
PacBio,h6,22,metaflye,PacBio metaflye,PacBio_h6_metaflye,1987468,
PacBio,h6,23,metaflye,PacBio metaflye,PacBio_h6_metaflye,1985659,
PacBio,h6,24,metaflye,PacBio metaflye,PacBio_h6_metaflye,1842827,
PacBio,h6,25,metaflye,PacBio metaflye,PacBio_h6_metaflye,1800245,
PacBio,h6,26,metaflye,PacBio metaflye,PacBio_h6_metaflye,1735183,
PacBio,h6,27,metaflye,PacBio metaflye,PacBio_h6_metaflye,1647640,
PacBio,h6,28,metaflye,PacBio metaflye,PacBio_h6_metaflye,1634675,
PacBio,h6,29,metaflye,PacBio metaflye,PacBio_h6_metaflye,1572624,
PacBio,h6,30,metaflye,PacBio metaflye,PacBio_h6_metaflye,1505977,
PacBio,h6,31,metaflye,PacBio metaflye,PacBio_h6_metaflye,1490884,
PacBio,h6,32,metaflye,PacBio metaflye,PacBio_h6_metaflye,1453441,
PacBio,h6,33,metaflye,PacBio metaflye,PacBio_h6_metaflye,1369928,
PacBio,h6,34,metaflye,PacBio metaflye,PacBio_h6_metaflye,1366159,
PacBio,h6,35,metaflye,PacBio metaflye,PacBio_h6_metaflye,1354780,
PacBio,h6,36,metaflye,PacBio metaflye,PacBio_h6_metaflye,1329311,
PacBio,h6,37,metaflye,PacBio metaflye,PacBio_h6_metaflye,1326430,
PacBio,h6,38,metaflye,PacBio metaflye,PacBio_h6_metaflye,1303505,
PacBio,h6,39,metaflye,PacBio metaflye,PacBio_h6_metaflye,1283598,
PacBio,h6,40,metaflye,PacBio metaflye,PacBio_h6_metaflye,1277670,
PacBio,h6,41,metaflye,PacBio metaflye,PacBio_h6_metaflye,1249071,
PacBio,h6,42,metaflye,PacBio metaflye,PacBio_h6_metaflye,1159670,
PacBio,h6,43,metaflye,PacBio metaflye,PacBio_h6_metaflye,1145596,
PacBio,h6,44,metaflye,PacBio metaflye,PacBio_h6_metaflye,1064488,
PacBio,h6,45,metaflye,PacBio metaflye,PacBio_h6_metaflye,1038513,
PacBio,h6,46,metaflye,PacBio metaflye,PacBio_h6_metaflye,1028976,
PacBio,h6,47,metaflye,PacBio metaflye,PacBio_h6_metaflye,1002960,
PacBio,h6,48,metaflye,PacBio metaflye,PacBio_h6_metaflye,994990,
PacBio,h6,49,metaflye,PacBio metaflye,PacBio_h6_metaflye,959759,
PacBio,h6,50,metaflye,PacBio metaflye,PacBio_h6_metaflye,925289,
PacBio,h6,51,metaflye,PacBio metaflye,PacBio_h6_metaflye,885211,
PacBio,h6,52,metaflye,PacBio metaflye,PacBio_h6_metaflye,872149,
PacBio,h6,53,metaflye,PacBio metaflye,PacBio_h6_metaflye,866013,
PacBio,h6,54,metaflye,PacBio metaflye,PacBio_h6_metaflye,863156,
PacBio,h6,55,metaflye,PacBio metaflye,PacBio_h6_metaflye,844387,
PacBio,h6,56,metaflye,PacBio metaflye,PacBio_h6_metaflye,822473,
PacBio,h6,57,metaflye,PacBio metaflye,PacBio_h6_metaflye,808678,
PacBio,h6,58,metaflye,PacBio metaflye,PacBio_h6_metaflye,808116,
PacBio,h6,59,metaflye,PacBio metaflye,PacBio_h6_metaflye,801928,
PacBio,h6,60,metaflye,PacBio metaflye,PacBio_h6_metaflye,787053,
PacBio,h6,61,metaflye,PacBio metaflye,PacBio_h6_metaflye,782942,
PacBio,h6,62,metaflye,PacBio metaflye,PacBio_h6_metaflye,779627,
PacBio,h6,63,metaflye,PacBio metaflye,PacBio_h6_metaflye,778819,
PacBio,h6,64,metaflye,PacBio metaflye,PacBio_h6_metaflye,775706,
PacBio,h6,65,metaflye,PacBio metaflye,PacBio_h6_metaflye,745460,
PacBio,h6,66,metaflye,PacBio metaflye,PacBio_h6_metaflye,702618,
PacBio,h6,67,metaflye,PacBio metaflye,PacBio_h6_metaflye,688579,
PacBio,h6,68,metaflye,PacBio metaflye,PacBio_h6_metaflye,648400,
PacBio,h6,69,metaflye,PacBio metaflye,PacBio_h6_metaflye,647200,
PacBio,h6,70,metaflye,PacBio metaflye,PacBio_h6_metaflye,628402,
PacBio,h6,71,metaflye,PacBio metaflye,PacBio_h6_metaflye,624214,
PacBio,h6,72,metaflye,PacBio metaflye,PacBio_h6_metaflye,622836,
PacBio,h6,73,metaflye,PacBio metaflye,PacBio_h6_metaflye,621074,
PacBio,h6,74,metaflye,PacBio metaflye,PacBio_h6_metaflye,616245,
PacBio,h6,75,metaflye,PacBio metaflye,PacBio_h6_metaflye,615471,
PacBio,h6,76,metaflye,PacBio metaflye,PacBio_h6_metaflye,612932,
PacBio,h6,77,metaflye,PacBio metaflye,PacBio_h6_metaflye,610349,
PacBio,h6,78,metaflye,PacBio metaflye,PacBio_h6_metaflye,608529,
PacBio,h6,79,metaflye,PacBio metaflye,PacBio_h6_metaflye,599991,
PacBio,h6,80,metaflye,PacBio metaflye,PacBio_h6_metaflye,590690,
PacBio,h6,81,metaflye,PacBio metaflye,PacBio_h6_metaflye,588617,
PacBio,h6,82,metaflye,PacBio metaflye,PacBio_h6_metaflye,587637,
PacBio,h6,83,metaflye,PacBio metaflye,PacBio_h6_metaflye,586264,
PacBio,h6,84,metaflye,PacBio metaflye,PacBio_h6_metaflye,582213,
PacBio,h6,85,metaflye,PacBio metaflye,PacBio_h6_metaflye,569808,
PacBio,h6,86,metaflye,PacBio metaflye,PacBio_h6_metaflye,562769,
PacBio,h6,87,metaflye,PacBio metaflye,PacBio_h6_metaflye,546676,
PacBio,h6,88,metaflye,PacBio metaflye,PacBio_h6_metaflye,544447,
PacBio,h6,89,metaflye,PacBio metaflye,PacBio_h6_metaflye,525738,
PacBio,h6,90,metaflye,PacBio metaflye,PacBio_h6_metaflye,492673,
PacBio,h6,91,metaflye,PacBio metaflye,PacBio_h6_metaflye,487452,
PacBio,h6,92,metaflye,PacBio metaflye,PacBio_h6_metaflye,481074,
PacBio,h6,93,metaflye,PacBio metaflye,PacBio_h6_metaflye,477936,
PacBio,h6,94,metaflye,PacBio metaflye,PacBio_h6_metaflye,472904,
PacBio,h6,95,metaflye,PacBio metaflye,PacBio_h6_metaflye,469188,
PacBio,h6,96,metaflye,PacBio metaflye,PacBio_h6_metaflye,454456,
PacBio,h6,97,metaflye,PacBio metaflye,PacBio_h6_metaflye,454077,
PacBio,h6,98,metaflye,PacBio metaflye,PacBio_h6_metaflye,448415,
PacBio,h6,99,metaflye,PacBio metaflye,PacBio_h6_metaflye,447716,
PacBio,h6,100,metaflye,PacBio metaflye,PacBio_h6_metaflye,441033,
Tell-Seq_SLR,a6,1,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,1075001,
Tell-Seq_SLR,a6,2,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,634847,
Tell-Seq_SLR,a6,3,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,521488,
Tell-Seq_SLR,a6,4,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,499095,
Tell-Seq_SLR,a6,5,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,479501,
Tell-Seq_SLR,a6,6,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,411635,
Tell-Seq_SLR,a6,7,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,372083,
Tell-Seq_SLR,a6,8,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,341408,
Tell-Seq_SLR,a6,9,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,327482,
Tell-Seq_SLR,a6,10,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,304522,
Tell-Seq_SLR,a6,11,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,299017,
Tell-Seq_SLR,a6,12,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,280669,
Tell-Seq_SLR,a6,13,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,275696,
Tell-Seq_SLR,a6,14,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,274427,
Tell-Seq_SLR,a6,15,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,271953,
Tell-Seq_SLR,a6,16,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,266562,
Tell-Seq_SLR,a6,17,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,265431,
Tell-Seq_SLR,a6,18,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,265267,
Tell-Seq_SLR,a6,19,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,261736,
Tell-Seq_SLR,a6,20,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,257731,
Tell-Seq_SLR,a6,21,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,253978,
Tell-Seq_SLR,a6,22,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,238749,
Tell-Seq_SLR,a6,23,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,230857,
Tell-Seq_SLR,a6,24,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,229626,
Tell-Seq_SLR,a6,25,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,228320,
Tell-Seq_SLR,a6,26,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,221615,
Tell-Seq_SLR,a6,27,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,205962,
Tell-Seq_SLR,a6,28,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,205011,
Tell-Seq_SLR,a6,29,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,203498,
Tell-Seq_SLR,a6,30,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,200616,
Tell-Seq_SLR,a6,31,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,194212,
Tell-Seq_SLR,a6,32,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,186136,
Tell-Seq_SLR,a6,33,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,183029,
Tell-Seq_SLR,a6,34,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,182393,
Tell-Seq_SLR,a6,35,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,177955,
Tell-Seq_SLR,a6,36,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,177562,
Tell-Seq_SLR,a6,37,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,175572,
Tell-Seq_SLR,a6,38,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,175105,
Tell-Seq_SLR,a6,39,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,174125,
Tell-Seq_SLR,a6,40,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,174114,
Tell-Seq_SLR,a6,41,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,173496,
Tell-Seq_SLR,a6,42,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,172495,
Tell-Seq_SLR,a6,43,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,167869,
Tell-Seq_SLR,a6,44,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,166027,
Tell-Seq_SLR,a6,45,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,164688,
Tell-Seq_SLR,a6,46,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,162482,
Tell-Seq_SLR,a6,47,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,161650,
Tell-Seq_SLR,a6,48,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,160559,
Tell-Seq_SLR,a6,49,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,159197,
Tell-Seq_SLR,a6,50,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,158716,
Tell-Seq_SLR,a6,51,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,157895,
Tell-Seq_SLR,a6,52,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,157019,
Tell-Seq_SLR,a6,53,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,154849,
Tell-Seq_SLR,a6,54,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,154062,
Tell-Seq_SLR,a6,55,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,153329,
Tell-Seq_SLR,a6,56,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,152284,
Tell-Seq_SLR,a6,57,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,152235,
Tell-Seq_SLR,a6,58,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,150568,
Tell-Seq_SLR,a6,59,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,149353,
Tell-Seq_SLR,a6,60,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,149008,
Tell-Seq_SLR,a6,61,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,147943,
Tell-Seq_SLR,a6,62,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,147839,
Tell-Seq_SLR,a6,63,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,147231,
Tell-Seq_SLR,a6,64,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,146125,
Tell-Seq_SLR,a6,65,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,146043,
Tell-Seq_SLR,a6,66,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,141016,
Tell-Seq_SLR,a6,67,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,139784,
Tell-Seq_SLR,a6,68,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,139744,
Tell-Seq_SLR,a6,69,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,138930,
Tell-Seq_SLR,a6,70,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,137779,
Tell-Seq_SLR,a6,71,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,137224,
Tell-Seq_SLR,a6,72,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,137081,
Tell-Seq_SLR,a6,73,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,136708,
Tell-Seq_SLR,a6,74,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,136405,
Tell-Seq_SLR,a6,75,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,134426,
Tell-Seq_SLR,a6,76,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,131874,
Tell-Seq_SLR,a6,77,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,129980,
Tell-Seq_SLR,a6,78,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,129427,
Tell-Seq_SLR,a6,79,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,128169,
Tell-Seq_SLR,a6,80,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,126645,
Tell-Seq_SLR,a6,81,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,125976,
Tell-Seq_SLR,a6,82,cloudSPAdes,Tell-Seq_SLR cloudSPAdes,Tell-Seq_SLR_a6_cloudSPAdes,125664,
